LBRM2903_SCAF000006	527	1563	-	LBRM2903_000005000.1	three_prime_UTR
LBRM2903_SCAF000154	155	414	-	LBRM2903_000005800.1	three_prime_UTR
LBRM2903_SCAF000168	560	565	+	LBRM2903_000006000.1	three_prime_UTR
LBRM2903_SCAF000568	1134	1461	-	LBRM2903_000008300.1	three_prime_UTR
LBRM2903_SCAF000568	2962	3590	-	LBRM2903_000008400.1	three_prime_UTR
LBRM2903_SCAF000686	382	543	-	LBRM2903_000009500.1	three_prime_UTR
LbrM2903_01	3257	3896	-	LBRM2903_010005000.1	three_prime_UTR
LbrM2903_01	13601	14877	-	LBRM2903_010005400.1	three_prime_UTR
LbrM2903_01	19891	19984	-	LBRM2903_010005600.1	three_prime_UTR
LbrM2903_01	26116	26452	-	LBRM2903_010005900.1	three_prime_UTR
LbrM2903_01	32983	33635	-	LBRM2903_010006200.1	three_prime_UTR
LbrM2903_01	37740	37904	-	LBRM2903_010006400.1	three_prime_UTR
LbrM2903_01	54115	54518	-	LBRM2903_010007000.1	three_prime_UTR
LbrM2903_01	59348	60855	-	LBRM2903_010007100.1	three_prime_UTR
LbrM2903_01	62921	63372	-	LBRM2903_010007200.1	three_prime_UTR
LbrM2903_01	84726	84909	-	LBRM2903_010007900.1	three_prime_UTR
LbrM2903_01	85964	86205	-	LBRM2903_010008000.1	three_prime_UTR
LbrM2903_01	86497	86946	-	LBRM2903_010008100.1	three_prime_UTR
LbrM2903_01	88398	88450	-	LBRM2903_010008200.1	three_prime_UTR
LbrM2903_01	91835	91992	+	LBRM2903_010008400.1	three_prime_UTR
LbrM2903_01	92724	92751	+	LBRM2903_010008500.1	three_prime_UTR
LbrM2903_01	106673	106832	+	LBRM2903_010009000.1	three_prime_UTR
LbrM2903_01	115709	115854	+	LBRM2903_010009300.1	three_prime_UTR
LbrM2903_01	119957	120158	+	LBRM2903_010009400.1	three_prime_UTR
LbrM2903_01	126130	127069	+	LBRM2903_010009600.1	three_prime_UTR
LbrM2903_01	128278	128588	+	LBRM2903_010009800.1	three_prime_UTR
LbrM2903_01	130074	130274	+	LBRM2903_010009900.1	three_prime_UTR
LbrM2903_01	138428	140840	+	LBRM2903_010010100.1	three_prime_UTR
LbrM2903_01	146671	147498	+	LBRM2903_010010300.1	three_prime_UTR
LbrM2903_01	168443	168620	+	LBRM2903_010010800.1	three_prime_UTR
LbrM2903_01	171708	172084	+	LBRM2903_010010900.1	three_prime_UTR
LbrM2903_01	174631	175116	+	LBRM2903_010011000.1	three_prime_UTR
LbrM2903_01	182666	183170	+	LBRM2903_010011300.1	three_prime_UTR
LbrM2903_01	186345	186413	+	LBRM2903_010011400.1	three_prime_UTR
LbrM2903_01	195054	195621	+	LBRM2903_010011600.1	three_prime_UTR
LbrM2903_01	197477	198609	+	LBRM2903_010011700.1	three_prime_UTR
LbrM2903_01	202406	203110	+	LBRM2903_010011800.1	three_prime_UTR
LbrM2903_01	208289	208903	+	LBRM2903_010011900.1	three_prime_UTR
LbrM2903_01	220648	221114	+	LBRM2903_010012100.1	three_prime_UTR
LbrM2903_01	229904	230554	+	LBRM2903_010012400.1	three_prime_UTR
LbrM2903_01	231953	233124	+	LBRM2903_010012500.1	three_prime_UTR
LbrM2903_01	244945	245489	+	LBRM2903_010012900.1	three_prime_UTR
LbrM2903_01	248579	249035	+	LBRM2903_010013000.1	three_prime_UTR
LbrM2903_01	253614	253999	+	LBRM2903_010013500.1	three_prime_UTR
LbrM2903_01	255643	255820	+	LBRM2903_010013600.1	three_prime_UTR
LbrM2903_01	265670	266098	+	LBRM2903_010013800.1	three_prime_UTR
LbrM2903_01	266763	266843	+	LBRM2903_010013900.1	three_prime_UTR
LbrM2903_01	279770	279866	+	LBRM2903_010014200.1	three_prime_UTR
LbrM2903_02	10455	10577	-	LBRM2903_020005000.1	three_prime_UTR
LbrM2903_02	12940	13370	-	LBRM2903_020005200.1	three_prime_UTR
LbrM2903_02	23128	23810	-	LBRM2903_020005300.1	three_prime_UTR
LbrM2903_02	35641	36359	-	LBRM2903_020005800.1	three_prime_UTR
LbrM2903_02	113874	115202	+	LBRM2903_020006800.1	three_prime_UTR
LbrM2903_02	132051	132662	-	LBRM2903_020007400.1	three_prime_UTR
LbrM2903_02	136541	137178	-	LBRM2903_020007500.1	three_prime_UTR
LbrM2903_02	167920	168104	-	LBRM2903_020008100.1	three_prime_UTR
LbrM2903_02	168929	170015	-	LBRM2903_020008200.1	three_prime_UTR
LbrM2903_02	174886	175107	-	LBRM2903_020008400.1	three_prime_UTR
LbrM2903_02	187175	188603	-	LBRM2903_020008800.1	three_prime_UTR
LbrM2903_02	195500	196271	-	LBRM2903_020009100.1	three_prime_UTR
LbrM2903_02	210153	210548	-	LBRM2903_020009500.1	three_prime_UTR
LbrM2903_02	212669	213272	-	LBRM2903_020009600.1	three_prime_UTR
LbrM2903_02	214699	215247	-	LBRM2903_020009700.1	three_prime_UTR
LbrM2903_02	232990	234062	-	LBRM2903_020010100.1	three_prime_UTR
LbrM2903_02	245334	245525	-	LBRM2903_020010400.1	three_prime_UTR
LbrM2903_02	246764	246919	-	LBRM2903_020010500.1	three_prime_UTR
LbrM2903_02	256819	257655	-	LBRM2903_020010800.1	three_prime_UTR
LbrM2903_02	269080	269951	-	LBRM2903_020011100.1	three_prime_UTR
LbrM2903_02	272444	273037	-	LBRM2903_020011200.1	three_prime_UTR
LbrM2903_02	310148	310488	+	LBRM2903_020011500.1	three_prime_UTR
LbrM2903_02	312493	312837	+	LBRM2903_020011600.1	three_prime_UTR
LbrM2903_02	316557	316792	+	LBRM2903_020011800.1	three_prime_UTR
LbrM2903_02	319337	319518	+	LBRM2903_020011900.1	three_prime_UTR
LbrM2903_02	328128	328285	+	LBRM2903_020012100.1	three_prime_UTR
LbrM2903_02	329645	329788	+	LBRM2903_020012200.1	three_prime_UTR
LbrM2903_02	336239	337296	+	LBRM2903_020012400.1	three_prime_UTR
LbrM2903_02	341627	341852	+	LBRM2903_020012600.1	three_prime_UTR
LbrM2903_03	15957	16524	+	LBRM2903_030005300.1	three_prime_UTR
LbrM2903_03	17922	18011	+	LBRM2903_030005400.1	three_prime_UTR
LbrM2903_03	20029	20168	+	LBRM2903_030005500.1	three_prime_UTR
LbrM2903_03	22761	23045	+	LBRM2903_030005600.1	three_prime_UTR
LbrM2903_03	31650	31739	+	LBRM2903_030005900.1	three_prime_UTR
LbrM2903_03	42375	43067	+	LBRM2903_030006300.1	three_prime_UTR
LbrM2903_03	43666	44301	+	LBRM2903_030006400.1	three_prime_UTR
LbrM2903_03	48626	48913	+	LBRM2903_030006600.1	three_prime_UTR
LbrM2903_03	54069	55510	+	LBRM2903_030006900.1	three_prime_UTR
LbrM2903_03	57556	58119	+	LBRM2903_030007000.1	three_prime_UTR
LbrM2903_03	61414	61472	+	LBRM2903_030007100.1	three_prime_UTR
LbrM2903_03	67311	67928	+	LBRM2903_030007300.1	three_prime_UTR
LbrM2903_03	73035	73357	+	LBRM2903_030007500.1	three_prime_UTR
LbrM2903_03	75472	75540	+	LBRM2903_030007600.1	three_prime_UTR
LbrM2903_03	79325	79440	+	LBRM2903_030007800.1	three_prime_UTR
LbrM2903_03	100380	101398	+	LBRM2903_030008200.1	three_prime_UTR
LbrM2903_03	108260	108570	+	LBRM2903_030008400.1	three_prime_UTR
LbrM2903_03	120845	123299	+	LBRM2903_030008600.1	three_prime_UTR
LbrM2903_03	125136	125274	+	LBRM2903_030008700.1	three_prime_UTR
LbrM2903_03	135461	136770	+	LBRM2903_030008800.1	three_prime_UTR
LbrM2903_03	146733	147184	+	LBRM2903_030009000.1	three_prime_UTR
LbrM2903_03	147900	148184	+	LBRM2903_030009100.1	three_prime_UTR
LbrM2903_03	154132	154321	+	LBRM2903_030009200.1	three_prime_UTR
LbrM2903_03	160438	160946	+	LBRM2903_030009300.1	three_prime_UTR
LbrM2903_03	170677	171288	+	LBRM2903_030009500.1	three_prime_UTR
LbrM2903_03	174921	175076	+	LBRM2903_030009600.1	three_prime_UTR
LbrM2903_03	181879	183683	+	LBRM2903_030009800.1	three_prime_UTR
LbrM2903_03	204854	205477	+	LBRM2903_030010100.1	three_prime_UTR
LbrM2903_03	207714	208168	+	LBRM2903_030010200.1	three_prime_UTR
LbrM2903_03	213661	213956	+	LBRM2903_030010300.1	three_prime_UTR
LbrM2903_03	216695	216820	+	LBRM2903_030010400.1	three_prime_UTR
LbrM2903_03	225190	225994	+	LBRM2903_030010600.1	three_prime_UTR
LbrM2903_03	228542	229247	+	LBRM2903_030010700.1	three_prime_UTR
LbrM2903_03	232701	233193	+	LBRM2903_030010900.1	three_prime_UTR
LbrM2903_03	238115	238239	+	LBRM2903_030011100.1	three_prime_UTR
LbrM2903_03	243243	243357	+	LBRM2903_030011200.1	three_prime_UTR
LbrM2903_03	249660	250317	+	LBRM2903_030011400.1	three_prime_UTR
LbrM2903_03	263722	263856	-	LBRM2903_030011800.1	three_prime_UTR
LbrM2903_03	280763	281002	-	LBRM2903_030012000.1	three_prime_UTR
LbrM2903_03	286802	287081	-	LBRM2903_030012200.1	three_prime_UTR
LbrM2903_03	289040	289394	-	LBRM2903_030012300.1	three_prime_UTR
LbrM2903_03	290031	290291	-	LBRM2903_030012400.1	three_prime_UTR
LbrM2903_03	294951	295155	-	LBRM2903_030012600.1	three_prime_UTR
LbrM2903_03	296965	297763	-	LBRM2903_030012700.1	three_prime_UTR
LbrM2903_03	336894	337030	-	LBRM2903_030013200.1	three_prime_UTR
LbrM2903_03	338364	338868	-	LBRM2903_030013300.1	three_prime_UTR
LbrM2903_03	340356	341186	-	LBRM2903_030013400.1	three_prime_UTR
LbrM2903_03	352316	353001	-	LBRM2903_030013600.1	three_prime_UTR
LbrM2903_03	369960	370029	-	LBRM2903_030013900.1	three_prime_UTR
LbrM2903_03	372932	374375	-	LBRM2903_030014000.1	three_prime_UTR
LbrM2903_03	377815	378172	-	LBRM2903_030014200.1	three_prime_UTR
LbrM2903_03	385358	387561	-	LBRM2903_030014600.1	three_prime_UTR
LbrM2903_03	389887	390108	-	LBRM2903_030014700.1	three_prime_UTR
LbrM2903_03	392475	392678	-	LBRM2903_030014900.1	three_prime_UTR
LbrM2903_04	13870	14832	+	LBRM2903_040005300.1	three_prime_UTR
LbrM2903_04	18088	18203	+	LBRM2903_040005400.1	three_prime_UTR
